title,ingredients,directions,link,source,NER,portions
"Smoothie cerise, mûre et chocolat","« 188 ml de lait d'amande », « 62 ml de yaourt nature sans gras de style grec », « 2 cuillères à café de cacao en poudre non sucré », « 1 petite banane », « 1 dose d'exhausteur de goût liquide MiO Cherry Blackberry », « 250 ml de glaçons »","[« Mélanger les ingrédients dans un mixeur à grande vitesse jusqu'à obtenir une consistance lisse. », « Servir immédiatement. »]",www.kraftrecipes.com/recipes/cherry-blackberry-chocolate-smoothie-147582.aspx,Recipes1M,"[""lait d'amande"", ""yaourt"", ""cacao"", ""banane"", ""MiO""]",2
Smoothie matinal à l'érable du Vermont,"500 ml de yaourt de soja à la vanille, 3,0 L de lait d'amande à la vanille, 1 pomme, évidée, pelée et hachée, 250 ml de granola aux amandes et à l'érable, 3,5 L de sirop d'érable, 12 cuillères à café d'extrait de vanille, 12 cuillères à café de cannelle moulue","[« Dans un mixeur, mélanger le yaourt, le lait, la pomme, le granola, le sirop d'érable, la vanille et la cannelle et mélanger jusqu'à consistance lisse. », « Répartir dans 2 verres et servir. »]",www.food.com/recipe/vermont-maple-morning-smoothie-491633,Recipes1M,"[« yaourt soja vanille », « lait d'amande vanille », « pomme », « granola érable amande », « sirop d'érable », « vanille », « cannelle moulue »]",2
Smoothie aux fruits des bois ls'sl,"1 125 ml de jus d'orange, 1 banane, tranchée et congelée, 250 ml de bleuets congelés, 250 ml de framboises congelées, 250 ml de mûres congelées","[« Versez le jus d'orange dans un mixeur. », « Ajoutez la banane et la moitié des fruits des bois, et mixez jusqu'à obtenir une consistance lisse. », « Ajoutez le reste des fruits des bois et mixez jusqu'à obtenir une consistance lisse. », « Versez le mélange dans un verre. », « Ajoutez une paille et servez. »]",cookpad.com/us/recipes/352272-forest-fruit-smoothie-%F0%9F%8E%B5%F0%9F%8E%B6%F0%9F%92%83%F0%9F%8E%B6%F0%9F%8E%B5,Recipes1M,"[""jus d'orange"", ""banane"", ""myrtilles surgelées"", ""framboises surgelées"", ""mûres surgelées""]",3
Recette de smoothie à la mûre et à la papaye,"1 x Banane congelée, pelée, 1/2 x Papaye fraîche, 10 x Mûres (fraîches ou éventuellement congelées) (jusqu'à 12), 125 ml d'eau ou éventuellement de jus de fruits","[« Mettez tous les ingrédients dans un mixeur. », « Mélangez jusqu'à obtenir la consistance d'un smoothie ! »]",cookeatshare.com/recipes/blackberry-papaya-smoothie-86563,Recipes1M,"[""banane"", ""papaye fraîche"", ""mûres"", ""eau""]",1
Smoothie Daiquiri,"« 500 ml de glace », « 1 mandarine, pelée et épépinée », « 12 pamplemousses, pelés et épépinés », « 1 cuillère à soupe de jus de citron vert frais », « 1 cuillère à soupe d'édulcorant artificiel, facultatif »","[« Mettez la glace, les fruits, le jus et l'édulcorant dans le mixeur. », « Mélangez jusqu'à obtenir une consistance lisse, environ 30 à 40 secondes. »]",www.food.com/recipe/daiquiri-smoothie-96415,Recipes1M,"[""mandarine"", ""jus de citron vert"", ""édulcorant artificiel""]",2
Smoothie crémeux aux baies,"3,0 L de yaourt sans gras (j'utilise des fraises), 250 ml de jus de fruits non sucré, 3,0 L de lait écrémé, 1 8,5 L de baies congelées, 1 banane, 1 cuillère à café de miel, 12 cuillères à café de jus de citron (facultatif)","[« Mélangez tous les ingrédients, dégustez ! », « Si vous n'utilisez pas de fruits surgelés, vous devrez peut-être ajouter de la glace. »]",www.food.com/recipe/creamy-berry-smoothie-277251,Recipes1M,"[« yaourt sans matières grasses », « jus de fruits », « lait », « baies », « banane », « miel », « jus de citron »]",49
Smoothie poire-chou frisé,"« 1 poire verte d'Anjou, évidée et hachée (250 ml) », « 188 ml de jus de poire ou de pomme froid », « 5,8 L de chou frisé congelé », « 250 ml. à soupe de farine de graines de lin », « 250 ml. à soupe de gingembre mariné »","[""Placez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse.""]",www.vegetariantimes.com/recipe/pear-kale-smoothie/,Recipes1M,"[« poire verte d'Anjou », « poire froide », « chou frisé congelé », « farine », « gingembre »]",22
"Smoothie aux superaliments, légumes verts et chocolat","1 mesure de RawBurst, mélange de baies (supplément de baies Rawburst), 1 cuillère à café de légumes de mer (supplément Emerald Sea), 1 mesure de poudre de protéines de lactosérum au chocolat (Action Whey), 1 cuillère à soupe de graines de lin ou 1 cuillère à soupe de graines de chia, 3,0 L de cresson, 4 onces de lait ou 4 onces de substitut de lait végétal, 500 ml de glace","[« Mélangez tous les ingrédients sauf la protéine de lactosérum à grande vitesse. », « Ajoutez la protéine de lactosérum et mélangez à vitesse réduite. », « Servez et dégustez ! »]",www.food.com/recipe/superfoods-greens-and-chocolate-smoothie-501830,Recipes1M,"[""légumes"", ""chocolat"", ""graines de lin"", ""cresson"", ""lait""]",12
Smoothie à la fleur de sureau et à la poire,"« 4 petites poires fermes, pelées et évidées », « 2 têtes de fleurs de sureau (ou un trait de sirop) », « 1 bande de zeste de citron », « 1 cuillère à soupe de sucre roux », « 4 cuillères à soupe d'eau », « 200 ml de lait écrémé »","[""Placez les poires, les fleurs de sureau, le zeste de citron, le sucre et l'eau dans une casserole, couvrez hermétiquement et laissez mijoter jusqu'à ce que les poires soient très tendres, laissez refroidir."", ""Jetez les fleurs de sureau et le zeste de citron et mixez les poires, le liquide de cuisson et le lait dans un mixeur jusqu'à obtenir une consistance lisse.""]",www.food.com/recipe/elderflower-pear-smoothie-314287,Recipes1M,"[""poires fermes"", ""fleurs"", ""zeste de citron"", ""cassonade"", ""eau"", ""lait""]",1
Recette de smoothie à la pâte à biscuits,"30 g (1,1 g) de noix de pécan crues, 40 g (1,4 g) de dattes Medjool (environ 3-4 gros fruits), 175 g (6,2 g) de poire très mûre, 2 cuillères à soupe de poudre de lucuma, 1 cuillère à café de poudre de maca, 350 ml (12,3 fl oz) de lait d'amande, 2 cuillères à soupe de fèves de cacao, 250 g (8,8 g) de glace à la noix de coco","[« Mélanger tous les ingrédients, sauf les éclats de cacao et la glace à la noix de coco, jusqu'à obtenir une consistance crémeuse et lisse. », « Ajouter les éclats et la glace et mélanger jusqu'à obtenir une consistance glacée, en laissant les éclats servir de pépites de chocolat et ajouter une touche croquante. », « Comme un dessert, il est peu probable que vous ayez besoin d'augmenter la douceur, mais goûtez le smoothie et ajoutez-en si vous le souhaitez. »]",www.lovefood.com/guide/recipes/46703/cookie-dough-smoothie-recipe,Recipes1M,"[""noix de pécan"", ""dattes"", ""poudre de lucuma"", ""poudre de maca"", ""lait d'amande"", ""éclats de cacao"", ""glace à la noix de coco""]",1
Smoothie sain à la noix de coco et à la mangue,"3,0 L de yaourt bio 1%, 3,0 L de mangue congelée, 3,5 L de lait de coco, 1 cuillère à soupe d'huile de graines de chanvre, 12 cuillères à café de cannelle, une poignée de noix, vanille, nectar d'agave","[« Mettez la mangue, le yaourt, le lait de coco, l'huile de graines de chanvre, les noix et la cannelle dans un mixeur et mixez. », « Ajoutez un peu de nectar d'agave à la vanille si vous le souhaitez. », « Les magos peuvent parfois être acides, l'agave est donc un bon substitut du sucre. », « Mixez jusqu'à ce que tout soit bien mélangé et qu'il n'y ait plus de grumeaux. »]",www.food.com/recipe/healthy-coconut-mango-smoothie-428944,Recipes1M,"[""yaourt"", ""mangue congelée"", ""lait de coco"", ""huile de graines de chanvre"", ""cannelle"", ""poignée de noix"", ""vanille""]",32
"Smoothie aux baies, à la noix de coco et aux amandes","250 ml bombée de baies mélangées surgelées (mûres, framboises, fraises, myrtilles ; environ 170 g), 5,8 L de lait de coco léger ou de lait d'amande, 1/2 banane (fraîche ou surgelée), 1 cuillère à soupe de graines de chia trempées (1 cuillère à café sèches ; voir note), 1 cuillère à soupe de jus d'orange ou de mandarine frais, 1 cuillère à café de jus de citron vert frais, 18 cuillères à café de cannelle, plus au goût, 1 cuillère à café de nectar d'agave ou de mélasse de grenade","[« Placez tous les ingrédients dans un mixeur et mixez à grande vitesse pendant 1 minute. », « Placez une passoire au-dessus d'un bol et filtrez le smoothie pour extraire les petits pépins des framboises et des mûres. », « Versez dans un verre et servez. »]",cooking.nytimes.com/recipes/1016843,Recipes1M,"[""mûres"", ""lait de coco léger"", ""banane"", ""graines de chia"", ""orange fraîche"", ""jus de citron vert"", ""cannelle"", ""mélasse de grenade""]",20
Smoothie au fromage et à l'orange et à la framboise,"1 orange, 3,5 L de framboises, 3,2 L de fromage cottage, 250 ml de lait écrémé, substitut de sucre Splenda, au goût","[« Mélangez tous les ingrédients dans un mixeur. », « Buvez ! »]",www.food.com/recipe/orange-raspberry-cheese-smoothie-211926,Recipes1M,"[« orange », « framboises », « fromage blanc », « lait », « substitut de sucre Splenda »]",23
Smoothie mangue-fraise,"« 1 mangue, pelée, dénoyautée et hachée grossièrement », « 250 ml de fraises sucrées, équeutées », « Un contenant de 235 g de yaourt à la vanille faible en gras ou de yaourt au soja », « 125 ml de mélange de jus tropicaux ou de jus d'orange, ou au besoin », « Glace, facultatif »","[« Mélanger les 4 premiers ingrédients dans un robot culinaire ou un mixeur et mixer jusqu'à obtenir une purée lisse. », « Servir immédiatement dans de grands verres, sur glace si désiré. », « Calories : 210 », « Lipides : 1 g », « Protéines : 7 g », « Glucides : 41 g », « Cholestérol : 6 mg », « Sodium : 74 mg »]",www.epicurious.com/recipes/food/views/mango-strawberry-smoothie-372943,Recipes1M,"[""mangue"", ""fraises sucrées"", ""yaourt à la vanille"", ""mélange de jus tropicaux""]",1
Smoothie à la banane du Petit Lachie.,"2 bananes (mûres), 250 ml de glaçon, 250 ml de lait, 1 cuillère à soupe de sucre, 1 cuillère à soupe d'essence de vanille","[« Mettez tous les ingrédients dans un mixeur. », « Mélangez jusqu'à obtenir une consistance lisse. »]",www.food.com/recipe/little-lachies-banana-smoothie-149149,Recipes1M,"[""bananes"", ""lait"", ""sucre"", ""essence de vanille""]",2
Délice de smoothie à la crème glacée,"250 ml de lait écrémé (1 %), 113 g de crème glacée (vanille), 113 g de sorbet à l'orange, 4 cuillères à soupe de crème à café non laitière (vanille française), 1 cuillère à café d'extrait de vanille","[""Dans un mixeur, ajoutez le lait froid, le sorbet, la crème végétale, la crème glacée et l'extrait de vanille et mixez à haute vitesse jusqu'à consistance lisse."", ""Servez immédiatement.""]",www.food.com/recipe/creamsicle-smoothie-delight-368850,Recipes1M,"[« lait écrémé », « crème », « sorbet à l'orange », « crème à café non laitière », « vanille »]",1
Smoothie aux herbes,"167 ml de jus de pomme, 62 ml de jus de citron, 2 pommes chacune, 1 banane mûre chacune, 1 morceau de gingembre frais (environ 1/2 pouce ou plus au goût), 1/2 cuillère à café de fleurs de camomille allemande séchées, 1/2 cuillère à café d'écorce d'orme rouge","[« Ajoutez le jus de pomme et le jus de citron dans le mixeur. », « Hachez le gingembre, coupez et épépinez les pommes, coupez la banane en rondelles et ajoutez-les au mixeur. », « Ajoutez les herbes : camomille allemande et écorce d'orme rouge. », « Pulsez jusqu'à obtenir la consistance désirée. »]",cookpad.com/us/recipes/348532-herbal-smoothie,Recipes1M,"[""jus de pomme"", ""jus de citron"", ""pommes"", ""banane mûre"", ""gingembre frais"", ""fleurs de camomille"", ""écorce""]",1
Smoothie au beurre de cacahuète KRAFT,"250 ml de lait, 1 banane coupée en morceaux, 2 cuillères à soupe de beurre de cacahuète onctueux Kraft, 4 glaçons","[« Mélanger les 3 premiers ingrédients dans un mixeur jusqu'à obtenir une consistance lisse. », « Ajouter de la glace ; mélanger jusqu'à épaississement. », « Servir immédiatement »]",www.kraftrecipes.com/recipes/kraft-peanut-butter-smoothie-86250.aspx,Recipes1M,"[""lait"", ""banane"", ""beurre"", ""cubes""]",1
"Smoothie à la mangue, à la noix de coco et au chia","1 cuillère à café de graines de chia, 125 ml de lait de coco léger, 125 ml de mangue mûre pelée et hachée (environ 1/4 de mangue), 1 cuillère à soupe de miel, facultatif, 1 cuillère à café de jus de citron vert frais, 188 ml de glaçons","[« Mélanger les graines de chia et le lait de coco dans un petit bol. », « Laisser reposer 30 minutes pour que les graines de chia gonflent légèrement. », « Mettre la mangue, 2 cuillères à soupe d’eau froide, le miel (si vous en utilisez), le jus de citron vert et les glaçons dans un mixeur. », « Mélanger à vitesse maximale jusqu’à obtenir une consistance très lisse. », « Ajouter le mélange de graines de chia et de lait de coco et mélanger jusqu’à ce que le tout soit bien mélangé ; éviter de trop mixer les graines de chia. », « Ajouter 1 à 2 cuillères à soupe d’eau froide si nécessaire pour ajuster la consistance. »]",www.foodnetwork.com/recipes/food-network-kitchens/mango-coconut-and-chia-smoothie.html,Recipes1M,"[""graines de chia"", ""lait de coco léger"", ""mangue mûre pelée"", ""miel"", ""jus de citron vert""]",1
Smoothie fraise/banane Magic Bullet,"12 grosses bananes, 4 grosses fraises fraîches, 2 cuillères à soupe de yaourt à la vanille sans matières grasses, 1 cuillère à soupe de lait écrémé ou 1 cuillère à soupe de lait écrémé, 1 cuillère à café de miel, 4 à 5 glaçons","[« Jetez tous les ingrédients dans le grand récipient à balles (en ajoutant la glace en dernier, de façon à ce qu'elle soit la plus proche de la lame), puis mixez. », « Je secoue le récipient à balles pendant que le smoothie est prêt pour m'assurer d'écraser toute la glace. », « En général, je mets simplement le couvercle dessus et je l'emporte au travail. »]",www.food.com/recipe/magic-bullet-strawberry-banana-smoothie-387326,Recipes1M,"[""banane"", ""fraises fraîches"", ""yaourt à la vanille sans matières grasses"", ""lait écrémé"", ""miel""]",1
Smoothie pêche-framboise,"250 ml de framboises congelées non sucrées, 34 jus d'orange, 3,0 L de yaourt à la pêche faible en gras","[""Mélangez bien tous les ingrédients dans un mixeur et buvez.""]",www.food.com/recipe/peach-raspberry-smoothie-124409,Recipes1M,"[« framboises », « jus d'orange », « yaourt à la pêche allégé »]",11
"Smoothie au thé vert, ananas et abricot","3,0 L de thé vert glacé, 250 ml de yaourt nature, 500 ml d'ananas haché (frais ou en conserve), 250 ml d'abricot, pelé et coupé en quartiers, 1 orange, pelée et hachée, 4 glaçons","[« Placez tous les ingrédients dans un mixeur, en ajoutant les glaçons en dernier. », « Mélangez pendant 2 à 3 minutes à vitesse moyenne, ou jusqu'à ce que la glace soit complètement pilée et incorporée. », « Versez dans des verres et servez. »]",www.food.com/recipe/pineapple-apricot-green-tea-smoothie-340007,Recipes1M,"[""thé vert glacé"", ""yaourt nature"", ""ananas"", ""abricot"", ""orange"", ""cubes""]",13
Sucettes glacées violettes,"« 500 ml de yaourt grec nature », « 500 ml de bleuets surgelés », « 500 ml de baies mélangées surgelées (ou de fraises surgelées) », « 62 ml de miel », « 1 banane pelée », « 1/4 de chou rouge », « 250 ml de jus de canneberge ou de raisin (ou tout autre jus rouge foncé/violet) »","[« Matériel spécial : environ 18 petites glaces », « Ajoutez le yaourt, les baies congelées, le miel, la banane et le chou dans un mixeur. », « Versez ensuite le jus et mixez jusqu'à obtenir une consistance lisse ! », « Versez dans des moules à glace et conservez-les au congélateur jusqu'à ce qu'ils soient complètement congelés. », « Retirez et mangez au fur et à mesure ! »]",www.foodnetwork.com/recipes/ree-drummond/purple-smoothie-pops.html,Recipes1M,"[""yaourt"", ""myrtilles surgelées"", ""miel"", ""banane"", ""chou rouge"", ""canneberge""]",6
Smoothie Rise and Shine,"1 3,0 L de framboises, 250 ml de yaourt à la vanille française biologique Stonyfield, 1 jus d'orange, 3 citrons verts frais, jus de","[""Mélanger tous les ingrédients dans un mixeur et réduire en purée jusqu'à obtenir une consistance lisse."", ""Bon appétit !""]",www.food.com/recipe/rise-and-shine-smoothie-479516,Recipes1M,"[""framboises"", ""yaourt à la vanille"", ""jus d'orange"", ""citron vert frais""]",11
Smoothie aux carottes vertes,"250 ml de feuilles d'épinards, 1 pomme, 2 grosses carottes, 12 bananes, 12 cuillères à café de cannelle, 12 cuillères à café de vanille, 3,2 L de raisins secs, 3,0 L de yaourt nature sans gras, 1 pincée de sel de mer, 250 ml d'eau, 500 ml de glaçons","[« Coupez le tout en morceaux faciles à manipuler. », « Mettez dans un mixeur de haute qualité, comme Blendtec ou Vitamix. », « Mixez jusqu'à obtenir une consistance lisse. », « Servez immédiatement ou congelez la moitié pour plus tard. »]",www.food.com/recipe/mean-green-carroty-smoothie-478840,Recipes1M,"[""feuilles d'épinards"", ""pomme"", ""carottes"", ""banane"", ""cannelle"", ""vanille"", ""raisins secs"", ""yaourt"", ""sel"", ""eau""]",24
Smoothie protéiné à la pêche et à la santé,"3,0 L de lait écrémé, 3,0 L de pêches congelées tranchées, 2 à 3 cuillères à café de beurre de cacahuète allégé (onctueux), 1 cuillère à soupe de poudre de protéines à la vanille, 1 cuillère à café de graines de lin moulues, 2 à 3 cuillères à café de sirop d'érable pur, 1 cuillère à café de germe de blé (si la texture ne vous dérange pas), 18 cuillères à café de cannelle moulue, 1 pincée de muscade moulue, glaçon, pour épaissir (facultatif)","[""Mélanger et mixer dans votre machine à smoothie !""]",www.food.com/recipe/healthy-peach-protein-power-smoothie-363090,Recipes1M,"[""lait"", ""pêches"", ""beurre de cacahuète"", ""poudre de protéines à la vanille"", ""graines de lin moulues"", ""sirop d'érable"", ""germe"", ""cannelle moulue"", ""noix de muscade moulue""]",20
Smoothie aux myrtilles et à la banane,"250 ml de jus d'orange, 1 banane (trop mûre, fraîche ou congelée), 500 ml de myrtilles congelées","[« Dans un blender, mixez le jus d'orange et la banane (en mode « mix » ou « smoothie ») jusqu'à obtenir un jus orange-banane homogène. », « Le blender étant toujours en marche, utilisez l'orifice du couvercle et ajoutez lentement les myrtilles au jus. », « La lenteur est importante : si vous allez trop vite, vous aurez des fruits congelés suspendus au-dessus des lames et vous devrez arrêter l'appareil pour les pousser au fond afin que les lames les attrapent. », « Vous saurez quand arrêter de mixer lorsque le smoothie aura pris une belle teinte violet foncé et une consistance épaisse, semblable à celle d'un smoothie au jus de jamba. », « Si vous avez un jus de myrtille-banane avec une couche de fruits gélatineux sur le dessus, vous l'avez mixé trop longtemps. »]",www.food.com/recipe/blueberry-banana-smoothie-447303,Recipes1M,"[""jus d'orange"", ""banane"", ""myrtilles surgelées""]",2
Smoothie pour un petit-déjeuner sain,"« 2 bananes coupées en morceaux », « 125 ml de myrtilles surgelées », « 5 tranches de pêches surgelées », « 1 cuillère à soupe d'huile de coco », « 2 cuillères à soupe de yaourt grec à la vanille », « 1/4 cuillère à café de graines de chia », « 1/4 cuillère à café de graines de lin », « 1,0 L de jus de pomme simple »","[« Ajoutez tous les fruits dans le mixeur. », « Puis l'huile de coco, les graines, le yaourt et enfin le jus. », « Mixez bien. », « Bon appétit ! »]",cookpad.com/us/recipes/358973-healthy-breakfast-smoothie,Recipes1M,"[""banane"", ""myrtilles surgelées"", ""huile de coco"", ""vanille"", ""graines de chia"", ""graines de lin"", ""pomme""]",4
Smoothie protéiné aux fruits et au yaourt,"1 mesure de poudre de protéine de lactosérum à la vanille (j'utilise celle de Jillian Michael's), 1 yaourt grec sans matières grasses (j'utilise celui au goût de fruits Chobani), 3,5 L d'eau, 5 à 6 glaçons","[« Verser dans un mixeur. », « Mélanger. »]",www.food.com/recipe/fruit-and-yogurt-protein-smoothie-413279,Recipes1M,"[« lactosérum à la vanille », « yaourt grec », « eau »]",12
Smoothie de démarrage rapide de Linda,"500 ml de jus d'ananas, 2 bananes, pelées et tranchées, 16 onces de yaourt (2 cartons), 250 ml de fraises (fraîches ou congelées), 3,5 L de germe de blé, 1 cuillère à soupe de vanille","[« Mélanger jusqu'à obtenir une consistance lisse. », « Verser et déguster. »]",www.food.com/recipe/lindas-quick-start-smoothie-318326,Recipes1M,"[""jus d'ananas"", ""bananes"", ""yaourt"", ""fraise"", ""germe"", ""vanille""]",14
Smoothie fraise-banane sain (avec son de riz),"« 4 grosses fraises », « 1 banane », « 3,5 L de yaourt nature », « 3,5 L de lait », « 1 cuillère à café 12 de son de riz »","[""Mettre tous les ingrédients dans un mixeur et mixer pendant 2 minutes."", ""Verser dans des verres et servir.""]",www.food.com/recipe/healthy-strawberry-banana-smoothie-w-rice-bran-306538,Recipes1M,"[""fraises"", ""banane"", ""yaourt"", ""lait"", ""son de riz""]",23
Smoothie shake du mardi tropical,"250 ml de morceaux d'ananas en conserve, 3,0 L de purée de mangue, 1 banane, 1 mesure de mélange pour boisson protéinée, 250 ml de glace pilée, 250 ml de yaourt à la vanille","[""Ajoutez tous les ingrédients dans un mixeur et mixez jusqu'à obtenir une consistance lisse.""]",www.food.com/recipe/tropical-tuesday-smoothie-shake-435818,Recipes1M,"[""ananas"", ""purée de mangue"", ""banane"", ""mix"", ""glace pilée"", ""yaourt à la vanille""]",12
Smoothie énergétique naturel,"1 banane tranchée, congelée, 4 figues sèches turques, tiges retirées, 1 cuillère à café de miel, 1 cuillère à café de cannelle, 250 ml de lait d'amande à la vanille non sucré, 3,5 L de flocons d'avoine à l'ancienne","[« Mélanger tous les ingrédients dans un mixeur. », « Pour une consistance plus lisse, mélanger d'abord uniquement les figues, le miel, la cannelle et 1/2 tasse de lait d'amande jusqu'à obtenir une consistance lisse. », « Ensuite, ajouter le reste des ingrédients et mélanger. »]",www.food.com/recipe/natural-energy-smoothie-499093,Recipes1M,"[""banane"", ""miel"", ""cannelle"", ""lait d'amande à la vanille"", ""avoine""]",12
Smoothie orange pêche Sun Shines,"1 orange moyenne, 250 ml de glace, 1 petite pêche (dénoyautée et pelée), 1 mesure de poudre de protéines","[""dans un mixeur, mettez les 4 ingrédients et mixez jusqu'à obtenir une consistance lisse, dégustez !"", ""!!!!!!"", ""!""]",cookpad.com/us/recipes/341414-sun-shines-orange-peach-smoothie,Recipes1M,"[""orange"", ""pêche"", ""poudre de protéines""]",1
Smoothie au chocolat avec myrtilles et ananas,"3,5 L de crème à café, 1 8,5 L de lait, 3,0 L de myrtilles surgelées, 250 ml d'ananas surgelé, 2 cuillères à soupe de cacao en poudre, 1 cuillère à soupe de sucre","[""(n'hésitez pas à ajouter de la glace pour épaissir)"", ""mélangez jusqu'à ce que le tout soit bien mélangé.""]",www.food.com/recipe/chocolate-smoothie-w-blueberries-and-pineapple-507982,Recipes1M,"[""crème à café"", ""lait"", ""myrtilles congelées"", ""ananas"", ""poudre de cacao"", ""sucre""]",51
Smoothie myrtille banane - Doggies!!!!,"« 225 g de yaourt à la vanille sans gras », « 350 ml de jus de pomme », « 1 petite banane », « 350 ml de myrtilles », « miel », « 1 cuillère à soupe de germe de blé (facultatif) »","[« Mettez tous les ingrédients dans un mixeur, mixez jusqu'à obtenir une consistance lisse. », « Vous pouvez ajouter plus ou moins de jus de pomme pour obtenir la consistance souhaitée. », « Congelez dans de petits verres pour que votre chiot puisse vraiment se rafraîchir ! »]",www.food.com/recipe/blueberry-banana-smoothie-doggies-188856,Recipes1M,"[""yaourt à la vanille"", ""jus de pomme"", ""banane"", ""myrtilles"", ""miel"", ""germe""]",2
Smoothie violet funky,"12 bananes coupées en morceaux, 15 raisins noirs (un peu moins d'125 ml) ou 15 raisins Thompson sans pépins (vous n'obtiendrez la couleur violette qu'avec des raisins noirs !), 3 gros glaçons, 3,2 L de lait écrémé froid ou 3,2 L de lait de soja froid","[« Mixez la banane jusqu'à obtenir une purée (environ 30 secondes). », « Ajoutez les raisins noirs et mixez à nouveau jusqu'à obtenir une consistance lisse (environ 15 secondes). », « Ajoutez ensuite les glaçons et mixez jusqu'à ce qu'ils soient écrasés. », « Enfin, ajoutez le lait, mixez jusqu'à obtenir une consistance lisse, versez dans un grand verre et buvez ! »]",www.food.com/recipe/funky-purple-smoothie-24729,Recipes1M,"[""banane"", ""raisins noirs"", ""lait écrémé froid""]",22
"Smoothie aux mûres, à l'orange et au lait de coco","2 oranges, 180 grammes de mûres surgelées, 160 ml de lait de coco, 1 cuillère à soupe de miel","[« Pelez les oranges et coupez-les en petits morceaux », « Mettez tous les ingrédients dans un mixeur et mixez », « Si vous n'avez pas de mûres surgelées, vous pouvez aussi en utiliser des fraîches et ajouter de la glace à la place pour refroidir le smoothie »]",cookpad.com/us/recipes/341073-blackberry-orange-and-coconut-milk-smoothie,Recipes1M,"[""oranges"", ""mûres"", ""lait de coco"", ""miel""]",1
Smoothie à l'ananas et à la framboise,"250 ml d'eau bouillante, 1 sachet de thé Lipton rond format familial, 500 ml d'ananas frais coupés, 3,0 L de framboises, 250 ml de yaourt glacé à la vanille ou 250 ml de crème glacée, 3,5 L de sucre, 250 ml de glaçons","[« Dans une théière, versez de l'eau bouillante sur le sachet de thé ; couvrez et laissez infuser 5 minutes. », « Retirez les sachets de thé et laissez refroidir. », « Dans un mixeur, mélangez le thé, l'ananas, les framboises, le yaourt et le sucre. », « Ajoutez les glaçons, un à la fois, et mixez jusqu'à obtenir un mélange homogène. », « Servez. »]",www.food.com/recipe/pineapple-and-raspberry-smoothie-129417,Recipes1M,"[""eau bouillante"", ""ananas"", ""framboises"", ""yaourt glacé à la vanille"", ""sucre""]",27
Smoothie super sain,"« 2 bananes fraîches, tranchées », « 250 ml de fraises fraîches », « 500 ml de lait écrémé (ou à teneur réduite en matières grasses) », « 250 ml de glace »","[« Ajouter et mélanger ! », « Peut nécessiter une petite quantité d’édulcorant ! »]",cookpad.com/us/recipes/363138-super-healthy-smoothie,Recipes1M,"[""Bananes fraîches"", ""Fraises fraîches"", ""lait""]",3
Smoothie au tofu tutti-fruité,"« 113 g de pêches ou 113 g de poires ou 113 g d'ananas ou 113 g de cocktail de fruits ou 113 g de bananes congelées ou 113 g de fraises ou 113 g de sauce aux canneberges ou 113 g de compote de pommes (ce que vous voulez - j'aime utiliser les petits contenants en plastique pour les boîtes à lunch des enfants, qui ont été) », « 85 g de tofu soyeux ou 85 g de tofu ferme, égoutté. », « 3 cuillères à soupe de lait en poudre, plus », « 113 g d'eau (OU 113 g de lait de soja) », « 3 cuillères à soupe de sucre ou 3 cuillères à soupe d'un autre édulcorant artificiel (ou au goût, selon les fruits, j'utilise du Splenda) », « 2 glaçons, peuvent être ajoutés et utiliser 30 g d'eau en moins pour faire une granité (facultatif) »","[« Versez tous les ingrédients dans le mixeur. », « Ne décongelez pas les fruits. », « Utilisez la fonction pulse du mixeur jusqu'à ce que les fruits soient écrasés et lisses. », « Utilisez la fonction liquéfier du mixeur pendant environ 2 minutes pour liquéfier et aérer le smoothie. », « Versez dans un joli verre et savourez votre délicieuse protéine ! »]",www.food.com/recipe/tutti-fruity-tofu-smoothie-88127,Recipes1M,"[""pêches"", ""soyeux"", ""lait"", ""eau"", ""sucre"", ""eau""]",1
Smoothie au tofu Bellebaies,"250 ml de fraises fraîches, 1 grosse banane, 1 paquet entier de tofu mou, 2 cuillères à soupe de sucre blanc, 62 ml de miel pur, 250 ml de glace pilée","[« Mélanger tous les ingrédients dans un mixeur. », « Mixer jusqu'à obtenir une consistance homogène. », « Servir frais de préférence. »]",cookpad.com/us/recipes/324043-belleberry-tofu-smoothie,Recipes1M,"[""fraises fraîches"", ""banane"", ""tofu mou en paquet"", ""sucre blanc"", ""miel"", ""glace pilée""]",2
Recette de smoothie à l'açaï et aux myrtilles,"« 2 sachets (200 g) de pulpe d'açaï crue, congelée et non sucrée, décongelée », « 250 ml de myrtilles congelées », « 1 banane moyenne », « 250 ml de jus de mangue », « 1 cuillère à soupe de nectar d'agave »","[« Mélanger tous les ingrédients dans un mixeur. », « Mélanger à vitesse élevée jusqu'à obtenir une consistance lisse, environ 30 secondes. »]",www.chowhound.com/recipes/acai-blueberry-smoothie-14111,Recipes1M,"[""sachets"", ""myrtilles surgelées"", ""banane"", ""jus de mangue"", ""nectar""]",2
Smoothie pêche gingembre,"500 ml de pêches surgelées, 1 3,0 L de babeurre, 3 cuillères à soupe de cassonade, 1 cuillère à soupe de gingembre frais râpé","[""Mettez tous les ingrédients dans un mixeur, réduisez en purée jusqu'à obtenir une consistance lisse.""]",www.food.com/recipe/peach-ginger-smoothie-453938,Recipes1M,"[""pêches"", ""babeurre"", ""sucre roux"", ""gingembre""]",12
